형태소,품사,시대별,카운트
엄,Noun,2003-2009,2
엄,Noun,2016-2020,3
엄격하단,Adjective,2016-2020,1
엄마,Noun,2003-2009,14
엄마,Noun,2010-2015,15
엄마,Noun,2016-2020,12
엄머머머,Noun,2003-2009,1
엄살,Noun,2010-2015,1
엄지,Noun,2010-2015,2
엄지,Noun,2016-2020,8
엄청,Adverb,2010-2015,4
엄청난,Adjective,2010-2015,3
업,Noun,2016-2020,1
업고,Verb,2003-2009,1
업뎃,Noun,2010-2015,1
업적,Noun,2010-2015,1
없,Adjective,2003-2009,6
없,Adjective,2010-2015,1
없,Adjective,2016-2020,3
없게,Adjective,2003-2009,7
없게,Adjective,2010-2015,23
없게,Adjective,2016-2020,33
없겠니,Adjective,2003-2009,4
없겠어요,Adjective,2010-2015,1
없겠으니,Adjective,2016-2020,1
없겠지,Adjective,2003-2009,1
없겠지,Adjective,2010-2015,3
없겠지,Adjective,2016-2020,1
없겠지만,Adjective,2003-2009,3
없겠지만,Adjective,2010-2015,5
없겠지만,Adjective,2016-2020,5
없고,Adjective,2003-2009,4
없고,Adjective,2010-2015,6
없고,Adjective,2016-2020,4
없구나,Adjective,2010-2015,1
없구나,Adjective,2016-2020,1
없기만,Adjective,2010-2015,1
없기에,Adjective,2003-2009,3
없기에,Adjective,2010-2015,2
없기에,Adjective,2016-2020,4
없길,Adjective,2003-2009,1
없나,Adjective,2003-2009,14
없나,Adjective,2010-2015,12
없나,Adjective,2016-2020,2
없나요,Adjective,2003-2009,3
없나요,Adjective,2010-2015,9
없나요,Adjective,2016-2020,4
없네,Adjective,2003-2009,1
없네,Adjective,2010-2015,2
없네,Adjective,2016-2020,21
없네요,Adjective,2003-2009,2
없는,Adjective,2003-2009,145
없는,Adjective,2010-2015,214
없는,Adjective,2016-2020,230
없는거니,Adjective,2010-2015,2
없는거지,Adjective,2003-2009,1
없는걸,Adjective,2003-2009,22
없는걸,Adjective,2010-2015,12
없는걸,Adjective,2016-2020,5
없는것,Adjective,2003-2009,1
없는것도,Adjective,2003-2009,1
없는것을,Adjective,2003-2009,3
없는데,Adjective,2003-2009,10
없는데,Adjective,2010-2015,19
없는데,Adjective,2016-2020,11
없는지,Adjective,2003-2009,2
없는지,Adjective,2010-2015,2
없는지,Adjective,2016-2020,1
없니,Adjective,2003-2009,1
없니,Adjective,2010-2015,5
없니,Adjective,2016-2020,4
없다,Adjective,2003-2009,2
없다,Adjective,2010-2015,16
없다,Adjective,2016-2020,5
없다고,Adjective,2003-2009,7
없다고,Adjective,2010-2015,20
없다고,Adjective,2016-2020,12
없다는,Adjective,2003-2009,4
없다는,Adjective,2010-2015,12
없다는,Adjective,2016-2020,5
없다는게,Adjective,2003-2009,1
없다만,Adjective,2016-2020,1
없다며,Adjective,2010-2015,1
없다며,Adjective,2016-2020,1
없다면,Adjective,2003-2009,5
없다면,Adjective,2010-2015,4
없다면,Adjective,2016-2020,7
없단,Adjective,2003-2009,2
없단,Adjective,2010-2015,11
없단,Adjective,2016-2020,11
없단다,Adjective,2010-2015,1
없담,Adjective,2010-2015,1
없더라,Adjective,2003-2009,1
없더라도,Adjective,2016-2020,1
없던,Adjective,2003-2009,15
없던,Adjective,2010-2015,20
없던,Adjective,2016-2020,30
없데,Adjective,2003-2009,1
없도록,Adjective,2010-2015,1
없듯,Adjective,2016-2020,3
없듯이,Adjective,2003-2009,1
없듯이,Adjective,2010-2015,2
없소,Adjective,2003-2009,2
없애,Verb,2010-2015,1
없어,Adjective,2003-2009,125
없어,Adjective,2010-2015,272
없어,Adjective,2016-2020,242
없어도,Adjective,2003-2009,4
없어도,Adjective,2010-2015,7
없어도,Adjective,2016-2020,18
없어서,Adjective,2003-2009,4
없어서,Adjective,2010-2015,1
없어서,Adjective,2016-2020,2
없어야,Adjective,2003-2009,1
없어야,Adjective,2010-2015,2
없어여,Adjective,2010-2015,1
없어요,Adjective,2003-2009,10
없어요,Adjective,2010-2015,4
없어요,Adjective,2016-2020,7
없어져,Verb,2010-2015,2
없어져,Verb,2016-2020,1
없어져도,Verb,2010-2015,1
없어져도,Verb,2016-2020,2
없어져줄게,Verb,2003-2009,1
없어졌던,Verb,2016-2020,1
없어졌지,Verb,2010-2015,2
없어지네,Verb,2010-2015,1
없어지는,Verb,2010-2015,2
없어진,Verb,2003-2009,1
없어진,Verb,2010-2015,1
없어진,Verb,2016-2020,1
없어진다,Verb,2010-2015,1
없어질,Verb,2010-2015,2
없어질까,Verb,2010-2015,4
없어질지,Verb,2010-2015,3
없었겠지,Adjective,2003-2009,2
없었고,Adjective,2010-2015,2
없었기에,Adjective,2016-2020,2
없었나,Adjective,2016-2020,1
없었나요,Adjective,2016-2020,1
없었네,Adjective,2003-2009,1
없었네,Adjective,2016-2020,3
없었는데,Adjective,2016-2020,1
없었다,Adjective,2010-2015,1
없었다고,Adjective,2003-2009,1
없었단다,Adjective,2016-2020,1
없었던,Adjective,2003-2009,1
없었던,Adjective,2010-2015,15
없었던,Adjective,2016-2020,5
없었던걸요,Adjective,2016-2020,1
없었어,Adjective,2003-2009,2
없었어,Adjective,2010-2015,8
없었어,Adjective,2016-2020,6
없었었나,Adjective,2016-2020,1
없었으니까,Adjective,2010-2015,1
없었으면,Adjective,2010-2015,1
없었으면,Adjective,2016-2020,1
없었을,Adjective,2003-2009,1
없었을,Adjective,2016-2020,1
없었죠,Adjective,2003-2009,2
없었지,Adjective,2003-2009,4
없었지,Adjective,2010-2015,2
없었지,Adjective,2016-2020,1
없었지만,Adjective,2010-2015,2
없으나,Adjective,2016-2020,1
없으니,Adjective,2010-2015,1
없으니,Adjective,2016-2020,4
없으니까,Adjective,2010-2015,3
없으니까,Adjective,2016-2020,6
없으면,Adjective,2003-2009,6
없으면,Adjective,2010-2015,4
없으면,Adjective,2016-2020,5
없을,Adjective,2003-2009,5
없을,Adjective,2010-2015,21
없을,Adjective,2016-2020,34
없을거야,Adjective,2010-2015,7
없을걸,Adjective,2016-2020,1
없을까,Adjective,2003-2009,2
없을까,Adjective,2010-2015,11
없을까,Adjective,2016-2020,2
없을만큼,Adjective,2003-2009,2
없을지도,Adjective,2016-2020,1
없을테니,Adjective,2010-2015,2
없을테니,Adjective,2016-2020,1
없을텐데,Adjective,2003-2009,1
없음,Adjective,2010-2015,1
없음,Adjective,2016-2020,8
없이,Adverb,2003-2009,63
없이,Adverb,2010-2015,123
없이,Adverb,2016-2020,192
없이는,Adjective,2003-2009,5
없이는,Adjective,2010-2015,4
없이도,Adjective,2003-2009,3
없이도,Adjective,2010-2015,3
없이도,Adjective,2016-2020,3
없인,Adjective,2003-2009,6
없인,Adjective,2010-2015,18
없인,Adjective,2016-2020,9
없잖니,Adjective,2010-2015,1
없잖아,Adjective,2003-2009,14
없잖아,Adjective,2010-2015,26
없잖아,Adjective,2016-2020,19
없잖아요,Adjective,2010-2015,1
없죠,Adjective,2003-2009,22
없죠,Adjective,2010-2015,4
없죠,Adjective,2016-2020,3
없지,Adjective,2003-2009,4
없지,Adjective,2010-2015,17
없지,Adjective,2016-2020,21
없지만,Adjective,2003-2009,4
없지만,Adjective,2010-2015,13
없지만,Adjective,2016-2020,24
엇,VerbPrefix,2010-2015,1
엇,VerbPrefix,2016-2020,1
엇갈리니,Verb,2016-2020,1
엇갈리면,Verb,2016-2020,2
엇갈리지,Verb,2016-2020,3
엇갈린,Verb,2016-2020,3
엇갈릴,Verb,2010-2015,1
엉,Exclamation,2003-2009,2
엉,Exclamation,2010-2015,2
엉,Exclamation,2016-2020,14
엉덩이,Noun,2003-2009,3
엉뚱한,Adjective,2003-2009,2
엉뚱한,Adjective,2010-2015,1
엉망,Noun,2010-2015,4
엉망,Noun,2016-2020,3
엉킨,Noun,2003-2009,1
엉킨,Noun,2010-2015,1
엉킨,Noun,2016-2020,2
엊그제,Noun,2003-2009,1
엊그제,Noun,2010-2015,1
엊그제,Noun,2016-2020,2
엎,Noun,2003-2009,1
엎,Noun,2016-2020,2
엎드렸다,Verb,2016-2020,1
엎어,Noun,2010-2015,2
엎치락뒤치락,Noun,2016-2020,3
에,Josa,2003-2009,847
에,Josa,2010-2015,1718
에,Josa,2016-2020,1883
에,Noun,2010-2015,1
에,Noun,2016-2020,26
에게,Josa,2003-2009,92
에게,Josa,2010-2015,123
에게,Josa,2016-2020,200
에게나,Josa,2010-2015,1
에게는,Josa,2003-2009,3
에게는,Josa,2010-2015,3
에게는,Josa,2016-2020,3
에게다,Josa,2003-2009,2
에게도,Josa,2003-2009,1
에게도,Josa,2010-2015,1
에게도,Josa,2016-2020,8
에게든,Josa,2010-2015,1
에게로,Josa,2003-2009,1
에게로,Josa,2010-2015,14
에게로,Josa,2016-2020,45
에게만,Josa,2003-2009,4
에게만,Josa,2010-2015,8
에게만,Josa,2016-2020,23
에게서,Josa,2003-2009,3
에게서,Josa,2010-2015,5
에게서,Josa,2016-2020,4
에게선,Josa,2010-2015,2
에겐,Josa,2003-2009,10
에겐,Josa,2010-2015,21
에겐,Josa,2016-2020,15
에나,Josa,2010-2015,3
에나,Noun,2016-2020,1
에너자이저,Noun,2010-2015,3
에너지,Noun,2010-2015,2
에너지,Noun,2016-2020,2
에는,Josa,2003-2009,10
에는,Josa,2010-2015,26
에는,Josa,2016-2020,23
에다,Josa,2010-2015,4
에다,Josa,2016-2020,7
에다가,Josa,2010-2015,1
에덴,Noun,2010-2015,3
에도,Foreign,2016-2020,1
에도,Josa,2003-2009,22
에도,Josa,2010-2015,34
에도,Josa,2016-2020,54
에든,Josa,2003-2009,2
에든,Josa,2016-2020,2
에라도,Josa,2010-2015,2
에로,Josa,2010-2015,1
에만,Josa,2003-2009,12
에만,Josa,2010-2015,18
에만,Josa,2016-2020,13
에서,Josa,2003-2009,100
에서,Josa,2010-2015,228
에서,Josa,2016-2020,201
에서나,Josa,2010-2015,5
에서나,Josa,2016-2020,2
에서는,Josa,2003-2009,1
에서는,Josa,2010-2015,2
에서는,Josa,2016-2020,4
에서도,Josa,2010-2015,8
에서도,Josa,2016-2020,4
에서라도,Josa,2003-2009,3
에서라도,Josa,2010-2015,2
에서만,Josa,2003-2009,3
에서만,Josa,2010-2015,2
에서만,Josa,2016-2020,6
에서만큼은,Josa,2010-2015,1
에서부터,Josa,2010-2015,3
에서부터,Josa,2016-2020,1
에서야,Josa,2016-2020,1
에서의,Josa,2010-2015,1
에서처럼,Josa,2010-2015,1
에선,Josa,2003-2009,10
에선,Josa,2010-2015,18
에선,Josa,2016-2020,25
에스프레소,Noun,2010-2015,1
에아,Noun,2010-2015,1
에야,Josa,2003-2009,4
에야,Josa,2010-2015,4
에어플레인,Noun,2016-2020,6
에에,Noun,2010-2015,10
에오,Noun,2010-2015,1
에요,Josa,2003-2009,1
에요,Josa,2010-2015,6
에요,Josa,2016-2020,1
에이,Noun,2010-2015,1
에츄,Noun,2010-2015,1
에픽,Noun,2010-2015,1
에픽하이,Noun,2010-2015,2
에헤,Exclamation,2010-2015,1
에헴,Exclamation,2016-2020,16
엑셀,Noun,2010-2015,1
엑셀,Noun,2016-2020,6
엑스,Noun,2016-2020,1
엑스칼리버,Noun,2010-2015,1
엔,Josa,2003-2009,70
엔,Josa,2010-2015,148
엔,Josa,2016-2020,150
엔딩,Noun,2010-2015,2
엔딩,Noun,2016-2020,5
엔진,Noun,2003-2009,2
엔진,Noun,2010-2015,6
엔진,Noun,2016-2020,3
엔터테이너,Noun,2010-2015,1
엘사,Noun,2016-2020,3
여,Josa,2003-2009,31
여,Josa,2010-2015,32
여,Josa,2016-2020,20
여,Modifier,2003-2009,5
여,Modifier,2010-2015,3
여,Modifier,2016-2020,1
여,Noun,2003-2009,1
여,Noun,2010-2015,14
여가,Noun,2010-2015,1
여간,Noun,2010-2015,1
여겨도,Verb,2003-2009,3
여권,Noun,2016-2020,1
여기,Noun,2003-2009,21
여기,Noun,2010-2015,125
여기,Noun,2016-2020,112
여기는,Verb,2010-2015,1
여기서도,Verb,2016-2020,1
여기저기,Noun,2010-2015,8
여기저기,Noun,2016-2020,8
여긴,Verb,2003-2009,2
여긴,Verb,2010-2015,24
여긴,Verb,2016-2020,23
여길,Verb,2010-2015,2
여길,Verb,2016-2020,4
여길까,Verb,2010-2015,1
여깄잖,Noun,2016-2020,1
여느,Modifier,2003-2009,1
여느,Noun,2016-2020,1
여덟,Noun,2003-2009,1
여덟,Noun,2010-2015,3
여드름,Noun,2010-2015,1
여러,Noun,2003-2009,1
여러,Noun,2010-2015,3
여러,Noun,2016-2020,5
여러분,Noun,2010-2015,2
여럿,Noun,2010-2015,1
여럿,Noun,2016-2020,2
여려,Adjective,2010-2015,1
여름,Noun,2003-2009,4
여름,Noun,2010-2015,8
여름,Noun,2016-2020,46
여름날,Noun,2003-2009,3
여름날,Noun,2010-2015,1
여름날,Noun,2016-2020,7
여름밤,Noun,2016-2020,12
여리게,Adjective,2010-2015,1
여리고,Noun,2003-2009,1
여리고,Noun,2010-2015,1
여린,Adjective,2003-2009,8
여린,Adjective,2010-2015,10
여린,Adjective,2016-2020,5
여백,Noun,2016-2020,2
여보세요,Exclamation,2003-2009,2
여보세요,Exclamation,2010-2015,2
여서,Josa,2003-2009,1
여서,Josa,2010-2015,3
여서,Josa,2016-2020,5
여섯,Noun,2010-2015,2
여섯,Noun,2016-2020,1
여성,Noun,2010-2015,1
여신,Noun,2003-2009,3
여신,Noun,2010-2015,7
여신,Noun,2016-2020,2
여야,Noun,2003-2009,1
여야,Noun,2010-2015,3
여야,Noun,2016-2020,6
여왕벌,Noun,2016-2020,1
여우,Noun,2010-2015,3
여우,Noun,2016-2020,3
여운,Noun,2010-2015,5
여운,Noun,2016-2020,1
여울져,Verb,2016-2020,1
여유,Noun,2003-2009,2
여유,Noun,2010-2015,2
여유,Noun,2016-2020,6
여인,Noun,2010-2015,1
여자,Noun,2003-2009,37
여자,Noun,2010-2015,87
여자,Noun,2016-2020,11
여자도,Noun,2016-2020,1
여자라서,Noun,2010-2015,3
여자애,Noun,2003-2009,2
여자애,Noun,2010-2015,1
여자친구,Noun,2003-2009,6
여자친구,Noun,2010-2015,11
여잔,Verb,2003-2009,5
여잔,Verb,2010-2015,10
여잔,Verb,2016-2020,1
여잘,Verb,2003-2009,5
여잘,Verb,2010-2015,5
여전하지,Adjective,2010-2015,1
여전해,Adjective,2010-2015,2
여전해,Adjective,2016-2020,3
여전히,Adjective,2003-2009,10
여전히,Adjective,2010-2015,46
여전히,Adjective,2016-2020,28
여전히도,Adjective,2016-2020,1
여정,Noun,2010-2015,3
여정,Noun,2016-2020,5
여주,Noun,2010-2015,1
여진,Noun,2010-2015,1
여쭤,Verb,2010-2015,1
여친,Noun,2010-2015,1
여태,Noun,2003-2009,2
여태,Noun,2016-2020,4
여태껏,Noun,2010-2015,2
여행,Noun,2003-2009,2
여행,Noun,2010-2015,14
여행,Noun,2016-2020,8
역,Noun,2010-2015,2
역겨운,Adjective,2010-2015,1
역겨워,Adjective,2010-2015,3
역대,Noun,2010-2015,1
역사,Noun,2010-2015,2
역사,Noun,2016-2020,6
역시,Noun,2003-2009,10
역시,Noun,2010-2015,27
역시,Noun,2016-2020,20
역전,Noun,2003-2009,1
역전,Noun,2010-2015,1
역할,Noun,2010-2015,1
연,Modifier,2010-2015,1
연,Noun,2010-2015,2
연,Noun,2016-2020,1
연결,Noun,2010-2015,2
연결,Noun,2016-2020,1
연구,Noun,2010-2015,2
연극,Noun,2016-2020,1
연기,Noun,2003-2009,3
연기,Noun,2010-2015,8
연기,Noun,2016-2020,9
연락,Noun,2003-2009,2
연락,Noun,2010-2015,4
연락,Noun,2016-2020,14
연말,Noun,2010-2015,1
연상,Noun,2016-2020,1
연속,Noun,2003-2009,1
연속,Noun,2010-2015,1
연속,Noun,2016-2020,2
연쇄살인,Noun,2010-2015,1
연습,Noun,2003-2009,4
연습,Noun,2010-2015,2
연습,Noun,2016-2020,4
연습생,Noun,2010-2015,3
연습실,Noun,2010-2015,3
연습실,Noun,2016-2020,1
연신,Adverb,2010-2015,1
연애,Noun,2010-2015,2
연애,Noun,2016-2020,7
연약하기만,Adjective,2016-2020,2
연연하지,Adjective,2010-2015,1
연예인,Noun,2003-2009,2
연예인,Noun,2010-2015,1
연인,Noun,2003-2009,5
연인,Noun,2010-2015,9
연인,Noun,2016-2020,4
연적,Noun,2010-2015,1
연주,Noun,2003-2009,2
연주,Noun,2010-2015,1
연필,Noun,2003-2009,1
연필,Noun,2010-2015,2
연행,Noun,2016-2020,1
연히,Adjective,2016-2020,1
열,Modifier,2003-2009,1
열,Modifier,2010-2015,9
열,Modifier,2016-2020,13
열,Noun,2003-2009,3
열,Noun,2010-2015,15
열,Noun,2016-2020,20
열게,Verb,2010-2015,1
열고,Verb,2003-2009,1
열고,Verb,2010-2015,1
열고,Verb,2016-2020,6
열광하네,Adjective,2003-2009,1
열광하는,Adjective,2003-2009,2
열기,Noun,2003-2009,3
열기,Noun,2010-2015,3
열기,Noun,2016-2020,5
열까,Verb,2016-2020,1
열나는,Verb,2016-2020,1
열두,Modifier,2003-2009,2
열두,Modifier,2010-2015,1
열두,Modifier,2016-2020,2
열두시,Noun,2016-2020,1
열등감,Noun,2010-2015,1
열려,Verb,2010-2015,1
열렸다,Verb,2010-2015,1
열리게,Verb,2016-2020,3
열리고,Verb,2010-2015,1
열리는,Verb,2010-2015,1
열리는,Verb,2016-2020,2
열리던,Verb,2016-2020,1
열리면,Verb,2003-2009,1
열리죠,Verb,2016-2020,1
열리지는,Verb,2016-2020,3
열린,Verb,2010-2015,3
열린,Verb,2016-2020,3
열면,Verb,2010-2015,4
열면,Verb,2016-2020,1
열병,Noun,2010-2015,2
열병,Noun,2016-2020,2
열쇠,Noun,2003-2009,2
열쇠,Noun,2010-2015,4
열쇠,Noun,2016-2020,2
열쇤,Noun,2016-2020,1
열심,Noun,2016-2020,1
열심히,Adverb,2010-2015,4
열심히,Adverb,2016-2020,1
열어,Verb,2003-2009,16
열어,Verb,2010-2015,27
열어,Verb,2016-2020,26
열어라,Verb,2010-2015,1
열어서,Verb,2010-2015,1
열어서,Verb,2016-2020,1
열어주겠니,Verb,2016-2020,1
열어주고,Verb,2010-2015,1
열어줘,Verb,2010-2015,6
열어줘,Verb,2016-2020,1
열었다,Verb,2010-2015,1
열자,Noun,2016-2020,1
열정,Noun,2003-2009,7
열정,Noun,2010-2015,13
열정,Noun,2016-2020,8
열지,Verb,2003-2009,1
열폭,Noun,2010-2015,2
열흘,Noun,2010-2015,1
엿,Modifier,2010-2015,1
엿같애,Noun,2003-2009,1
엿보고,Verb,2016-2020,1
였기에,Verb,2016-2020,2
였나,Verb,2016-2020,8
였나요,Verb,2010-2015,1
였냐,Verb,2010-2015,1
였는데,Verb,2003-2009,1
였는데,Verb,2016-2020,2
였는지,Verb,2010-2015,4
였는지도,Verb,2016-2020,1
였니,Verb,2003-2009,3
였니,Verb,2016-2020,2
였다,Verb,2016-2020,6
였다고,Verb,2003-2009,1
였다면,Verb,2016-2020,1
였단,Verb,2003-2009,5
였던,Verb,2003-2009,8
였던,Verb,2010-2015,3
였던,Verb,2016-2020,2
였어,Verb,2003-2009,2
였어,Verb,2010-2015,8
였어,Verb,2016-2020,6
였어요,Verb,2010-2015,1
였었다고,Verb,2016-2020,1
였었지,Verb,2010-2015,1
였으니,Verb,2003-2009,2
였으면,Verb,2010-2015,3
였음,Verb,2003-2009,4
였음,Verb,2010-2015,1
였잖아,Verb,2003-2009,1
였죠,Verb,2003-2009,3
였지,Verb,2003-2009,1
였지,Verb,2010-2015,3
였지만,Verb,2003-2009,1
였지만,Verb,2010-2015,1
였지만,Verb,2016-2020,1
영,Modifier,2010-2015,1
영,Noun,2010-2015,1
영감,Noun,2010-2015,2
영감,Noun,2016-2020,3
영광,Noun,2010-2015,1
영광,Noun,2016-2020,3
영락,Noun,2003-2009,1
영문,Noun,2010-2015,1
영상,Noun,2016-2020,1
영수,Noun,2010-2015,1
영어,Noun,2010-2015,1
영역,Noun,2016-2020,1
영영,Noun,2010-2015,1
영영,Noun,2016-2020,4
영웅,Noun,2003-2009,42
영웅,Noun,2010-2015,5
영웅,Noun,2016-2020,5
영원,Noun,2003-2009,12
영원,Noun,2010-2015,9
영원,Noun,2016-2020,31
영원하게,Adjective,2003-2009,3
영원하고,Adjective,2016-2020,1
영원하기로,Adjective,2003-2009,1
영원하기를,Adjective,2003-2009,1
영원하길,Adjective,2016-2020,4
영원하도록,Adjective,2016-2020,1
영원하자,Adjective,2016-2020,2
영원하자고,Adjective,2010-2015,1
영원하자던,Adjective,2003-2009,1
영원하지,Adjective,2003-2009,1
영원하지,Adjective,2010-2015,1
영원하지는,Adjective,2016-2020,1
영원하진,Adjective,2003-2009,2
영원한,Adjective,2003-2009,7
영원한,Adjective,2010-2015,9
영원한,Adjective,2016-2020,11
영원할,Adjective,2003-2009,4
영원할,Adjective,2010-2015,6
영원할,Adjective,2016-2020,7
영원할거라,Adjective,2010-2015,2
영원할거라,Adjective,2016-2020,1
영원할게,Adjective,2010-2015,1
영원할수,Adjective,2010-2015,2
영원함이,Adjective,2016-2020,1
영원해,Adjective,2010-2015,3
영원해,Adjective,2016-2020,4
영원히,Adjective,2003-2009,61
영원히,Adjective,2010-2015,56
영원히,Adjective,2016-2020,71
영원히라,Adjective,2010-2015,1
영적,Noun,2010-2015,1
영하,Noun,2016-2020,2
영혼,Noun,2003-2009,6
영혼,Noun,2010-2015,9
영혼,Noun,2016-2020,9
영화,Noun,2003-2009,7
영화,Noun,2010-2015,22
영화,Noun,2016-2020,26
영활,Noun,2010-2015,1
영희,Noun,2010-2015,1
옅게,Adjective,2010-2015,1
옅어져,Adjective,2003-2009,1
옅은,Adjective,2016-2020,1
옆,Noun,2003-2009,28
옆,Noun,2010-2015,39
옆,Noun,2016-2020,74
옆구리,Noun,2010-2015,1
옆모습,Noun,2010-2015,1
옆집,Noun,2003-2009,1
예,Modifier,2003-2009,4
예,Modifier,2016-2020,7
예,Noun,2003-2009,3
예,Noun,2010-2015,34
예,Noun,2016-2020,11
예감,Noun,2003-2009,2
예감,Noun,2010-2015,15
예감,Noun,2016-2020,3
예고,Noun,2010-2015,2
예고,Noun,2016-2020,5
예능,Noun,2010-2015,1
예명,Noun,2010-2015,1
예민,Noun,2016-2020,1
예민한,Adjective,2016-2020,1
예민한가,Adjective,2010-2015,1
예민해,Adjective,2016-2020,2
예민해서,Adjective,2010-2015,1
예민해진,Adjective,2010-2015,1
예뻐,Adjective,2003-2009,3
예뻐,Adjective,2010-2015,34
예뻐,Adjective,2016-2020,14
예뻐서,Adjective,2003-2009,1
예뻐서,Adjective,2010-2015,1
예뻐서,Adjective,2016-2020,2
예뻐요,Adjective,2003-2009,4
예뻐요,Adjective,2016-2020,1
예뻐져요,Adjective,2016-2020,1
예뻐졌다,Adjective,2010-2015,1
예뻐지고,Adjective,2010-2015,1
예뻐지니까,Adjective,2010-2015,1
예뻐진다는,Adjective,2010-2015,1
예뻐해,Adjective,2016-2020,1
예뻤던,Adjective,2003-2009,1
예뻤던,Adjective,2016-2020,3
예뻤지,Adjective,2010-2015,1
예쁘,Adjective,2003-2009,3
예쁘게,Adjective,2003-2009,1
예쁘게,Adjective,2016-2020,3
예쁘고,Adjective,2010-2015,1
예쁘고,Adjective,2016-2020,2
예쁘기만,Adjective,2003-2009,1
예쁘니,Adjective,2003-2009,1
예쁘다,Adjective,2016-2020,3
예쁘다는,Adjective,2016-2020,1
예쁘대,Adjective,2016-2020,2
예쁘면,Adjective,2003-2009,1
예쁘잖아,Adjective,2016-2020,1
예쁘장한,Adjective,2016-2020,7
예쁘죠,Adjective,2010-2015,1
예쁘지,Adjective,2010-2015,2
예쁘지,Adjective,2016-2020,1
예쁘지만,Adjective,2010-2015,1
예쁘지만,Adjective,2016-2020,1
예쁜,Adjective,2003-2009,23
예쁜,Adjective,2010-2015,34
예쁜,Adjective,2016-2020,30
예쁜데,Adjective,2016-2020,1
예쁜지,Adjective,2010-2015,2
예쁜지,Adjective,2016-2020,1
예쁠,Adjective,2003-2009,1
예쁠,Adjective,2010-2015,2
예쁠,Adjective,2016-2020,1
예상,Noun,2010-2015,4
예상,Noun,2016-2020,5
예성,Noun,2003-2009,8
예성,Noun,2010-2015,4
예술,Noun,2010-2015,1
예술,Noun,2016-2020,6
예술가,Noun,2016-2020,7
예요,Josa,2003-2009,6
예요,Josa,2010-2015,5
예요,Josa,2016-2020,21
예이예,Noun,2003-2009,1
예이예,Noun,2016-2020,19
예전,Noun,2003-2009,12
예전,Noun,2010-2015,21
예전,Noun,2016-2020,12
예정,Noun,2016-2020,4
예측,Noun,2010-2015,3
예측,Noun,2016-2020,2
옛,Adverb,2003-2009,1
옛,Adverb,2010-2015,4
옛,Adverb,2016-2020,1
옛날,Noun,2003-2009,2
옛날,Noun,2010-2015,2
옛날,Noun,2016-2020,4
옛말,Noun,2010-2015,1
옛사랑,Noun,2003-2009,1
옛적,Noun,2003-2009,1
오,Exclamation,2003-2009,6
오,Modifier,2003-2009,2
